id,title,question,context,answers_text,answers_start
5726f4a0708984140094d6ea,Victoria_and_Albert_Museum,How many paintings did John Sheeshanks give to the museum?,"In 1857 John Sheepshanks donated 233 paintings, mainly by contemporary British artists, and a similar number of drawings to the museum with the intention of forming a 'A National Gallery of British Art', a role since taken on by Tate Britain; artists represented are William Blake, James Barry, Henry Fuseli, Sir Edwin Henry Landseer, Sir David Wilkie, William Mulready, William Powell Frith, Millais and Hippolyte Delaroche. Although some of Constable's works came to the museum with the Sheepshanks bequest, the majority of the artist's works were donated by his daughter Isabel in 1888, including the large number of sketches in oil, the most significant being the 1821 full size oil sketch for The Hay Wain. Other artists with works in the collection include: Bernardino Fungai, Marcus Gheeraerts the Younger, Domenico di Pace Beccafumi, Fioravante Ferramola, Jan Brueghel the Elder, Anthony van Dyck, Ludovico Carracci, Antonio Verrio, Giovanni Battista Tiepolo, Domenico Tiepolo, Canaletto, Francis Hayman, Pompeo Batoni, Benjamin West, Paul Sandby, Richard Wilson, William Etty, Henry Fuseli, Sir Thomas Lawrence, James Barry, Francis Danby, Richard Parkes Bonington and Alphonse Legros.","[""233"", ""233"", ""233""]","[33, 33, 33]"
57309564069b5314008321a9,Imperialism,Who was made rich and prosperous prior to World War 1,"During the 20th century, historians John Gallagher (1919–1980) and Ronald Robinson (1920–1999) constructed a framework for understanding European imperialism. They claim that European imperialism was influential, and Europeans rejected the notion that ""imperialism"" required formal, legal control by one government over another country. ""In their view, historians have been mesmerized by formal empire and maps of the world with regions colored red. The bulk of British emigration, trade, and capital went to areas outside the formal British Empire. Key to their thinking is the idea of empire 'informally if possible and formally if necessary.'""[attribution needed] Because of the resources made available by imperialism, the world's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous.","[""many imperial powers"", ""imperial powers"", ""imperial powers"", ""imperial powers""]","[844, 849, 849, 849]"
5729e500af94a219006aa6b7,Amazon_rainforest,"After the Oligocene period, under what period did the amazon rainforest begin to expand?","Following the Cretaceous–Paleogene extinction event, the extinction of the dinosaurs and the wetter climate may have allowed the tropical rainforest to spread out across the continent. From 66–34 Mya, the rainforest extended as far south as 45°. Climate fluctuations during the last 34 million years have allowed savanna regions to expand into the tropics. During the Oligocene, for example, the rainforest spanned a relatively narrow band. It expanded again during the Middle Miocene, then retracted to a mostly inland formation at the last glacial maximum. However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.","[""Middle Miocene"", ""Middle Miocene"", ""Middle Miocene""]","[470, 470, 470]"
56d9c660dc89441400fdb7e7,Super_Bowl_50,Which retired ref disagreed with the outcome of the challenge of a incomplete pass?,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired referee Mike Carey stated he disagreed with the call and felt the review clearly showed the pass was complete. A few plays later, on 3rd-and-10 from the 15-yard line, linebacker Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown, giving the team a 10–0 lead. This was the first fumble return touchdown in a Super Bowl since Super Bowl XXVIII at the end of the 1993 season.","[""Mike Carey"", ""Mike Carey"", ""Carey""]","[219, 219, 224]"
572a07a86aef0514001551d5,Economic_inequality,Where are health and social problems most common?,"In recent years the characteristic that has strongly correlated with health in developed countries is income inequality. Creating an index of ""Health and Social Problems"" from nine factors, authors Richard Wilkinson and Kate Pickett found health and social problems ""more common in countries with bigger income inequalities"", and more common among states in the US with larger income inequalities. Other studies have confirmed this relationship. The UNICEF index of ""child well-being in rich countries"", studying 40 indicators in 22 countries, correlates with greater equality but not per capita income.","[""among states in the US with larger income inequalities"", ""countries with bigger income inequalities"", ""countries with bigger income inequalities""]","[342, 282, 282]"
572968cf1d046914007793cd,Chloroplast,When was the plastome discovered?,"Chloroplasts have their own DNA, often abbreviated as ctDNA, or cpDNA. It is also known as the plastome. Its existence was first proved in 1962, and first sequenced in 1986—when two Japanese research teams sequenced the chloroplast DNA of liverwort and tobacco. Since then, hundreds of chloroplast DNAs from various species have been sequenced, but they're mostly those of land plants and green algae—glaucophytes, red algae, and other algal groups are extremely underrepresented, potentially introducing some bias in views of ""typical"" chloroplast DNA structure and content.","[""1962"", ""1962"", ""1962""]","[139, 139, 139]"
56e76b8337bdd419002c3f82,Teacher,Which study showed double the rate of anxiety?,"A 2000 study found that 42% of UK teachers experienced occupational stress, twice the figure for the average profession. A 2012 study found that teachers experienced double the rate of anxiety, depression, and stress than average workers.","[""2012"", ""2012"", ""2012 study""]","[123, 123, 123]"
5726c0c5dd62a815002e8f7a,Genghis_Khan,What trading route joined Khwarezmia and the Mongol Empire?,"In the early 13th century, the Khwarazmian dynasty was governed by Shah Ala ad-Din Muhammad. Genghis Khan saw the potential advantage in Khwarezmia as a commercial trading partner using the Silk Road, and he initially sent a 500-man caravan to establish official trade ties with the empire. However, Inalchuq, the governor of the Khwarezmian city of Otrar, attacked the caravan that came from Mongolia, claiming that the caravan contained spies and therefore was a conspiracy against Khwarezmia. The situation became further complicated because the governor later refused to make repayments for the looting of the caravans and handing over the perpetrators. Genghis Khan then sent again a second group of three ambassadors (two Mongols and a Muslim) to meet the Shah himself instead of the governor Inalchuq. The Shah had all the men shaved and the Muslim beheaded and sent his head back with the two remaining ambassadors. This was seen as an affront and insult to Genghis Khan. Outraged, Genghis Khan planned one of his largest invasion campaigns by organizing together around 100,000 soldiers (10 tumens), his most capable generals and some of his sons. He left a commander and number of troops in China, designated his successors to be his family members and likely appointed Ögedei to be his immediate successor and then went out to Khwarezmia.","[""the Silk Road"", ""Silk Road"", ""Silk Road""]","[186, 190, 190]"
56e0d402231d4119001ac3fd,Nikola_Tesla,Where did Tesla work in Budapest?,"In 1881, Tesla moved to Budapest to work under Ferenc Puskás at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not functional, so he worked as a draftsman in the Central Telegraph Office instead. Within a few months, the Budapest Telephone Exchange became functional and Tesla was allocated the chief electrician position. During his employment, Tesla made many improvements to the Central Station equipment and claimed to have perfected a telephone repeater or amplifier, which was never patented nor publicly described.","[""a telegraph company"", ""the Budapest Telephone Exchange"", ""Budapest Telephone Exchange""]","[64, 85, 89]"
572980f9af94a219006aa4d4,Prime_number,What is the name of one type of prime where p+1 or p-1 takes a certain shape?,"are prime. Prime numbers of this form are known as factorial primes. Other primes where either p + 1 or p − 1 is of a particular shape include the Sophie Germain primes (primes of the form 2p + 1 with p prime), primorial primes, Fermat primes and Mersenne primes, that is, prime numbers that are of the form 2p − 1, where p is an arbitrary prime. The Lucas–Lehmer test is particularly fast for numbers of this form. This is why the largest known prime has almost always been a Mersenne prime since the dawn of electronic computers.","[""primorial primes"", ""Fermat"", ""Sophie Germain"", ""Sophie Germain"", ""Sophie Germain""]","[211, 229, 147, 147, 147]"
5725ff8238643c19005acf4a,"Fresno,_California",Where is the Santa Fe Railroad Depot located?,"Passenger rail service is provided by Amtrak San Joaquins. The main passenger rail station is the recently renovated historic Santa Fe Railroad Depot in Downtown Fresno. The Bakersfield-Stockton mainlines of the Burlington Northern Santa Fe Railway and Union Pacific Railroad railroads cross in Fresno, and both railroads maintain railyards within the city; the San Joaquin Valley Railroad also operates former Southern Pacific branchlines heading west and south out of the city. The city of Fresno is planned to serve the future California High Speed Rail.","[""Downtown Fresno"", ""Downtown Fresno"", ""Downtown Fresno""]","[153, 153, 153]"
5733f8dc4776f419006615f9,French_and_Indian_War,Who won the battle of Lake George?,"Johnson's expedition was better organized than Shirley's, which was noticed by New France's governor, the Marquis de Vaudreuil. He had primarily been concerned about the extended supply line to the forts on the Ohio, and had sent Baron Dieskau to lead the defenses at Frontenac against Shirley's expected attack. When Johnson was seen as the larger threat, Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat. Dieskau planned to attack the British encampment at Fort Edward at the upper end of navigation on the Hudson River, but Johnson had strongly fortified it, and Dieskau's Indian support was reluctant to attack. The two forces finally met in the bloody Battle of Lake George between Fort Edward and Fort William Henry. The battle ended inconclusively, with both sides withdrawing from the field. Johnson's advance stopped at Fort William Henry, and the French withdrew to Ticonderoga Point, where they began the construction of Fort Carillon (later renamed Fort Ticonderoga after British capture in 1759).","[""inconclusively, with both sides withdrawing from the field"", ""The battle ended inconclusively"", ""ended inconclusively"", ""both sides withdrawing from the field"", ""The battle ended inconclusively""]","[755, 738, 749, 776, 738]"
5730cb0fb7151e1900c0154c,United_Methodist_Church,Clergy are members of what group rather than of any local congregation?,"The Annual Conference, roughly the equivalent of a diocese in the Anglican Communion and the Roman Catholic Church or a synod in some Lutheran denominations such as the Evangelical Lutheran Church in America, is the basic unit of organization within the UMC. The term Annual Conference is often used to refer to the geographical area it covers as well as the frequency of meeting. Clergy are members of their Annual Conference rather than of any local congregation, and are appointed to a local church or other charge annually by the conference's resident Bishop at the meeting of the Annual Conference. In many ways, the United Methodist Church operates in a connectional organization of the Annual Conferences, and actions taken by one conference are not binding upon another.","[""their Annual Conference"", ""Annual Conference"", ""their Annual Conference""]","[403, 409, 403]"
57274e6a5951b619008f87f4,American_Broadcasting_Company,"On December 22nd 2009, ABC reached an agreement with Apple to make ABC shows available on what service?","In early 2009, Disney–ABC Television Group merged ABC Entertainment and ABC Studios into a new division, ABC Entertainment Group, which would be responsible for both its production and broadcasting operations. During this reorganization, the group announced that it would lay off 5% of its workforce. On April 2, 2009, Citadel Communications announced that it would rebrand ABC Radio as Citadel Media; however, ABC News continued to provide news content for Citadel. On December 22, Disney–ABC Television Group announced a partnership with Apple Inc. to make individual episodes of ABC and Disney Channel programs available for purchase on iTunes.","[""iTunes"", ""iTunes"", ""iTunes""]","[640, 640, 640]"
572fb059947a6a140053cb80,Scottish_Parliament,Who did the Parliament rent additional buildings from?,"In addition to the General Assembly Hall, the Parliament also used buildings rented from the City of Edinburgh Council. The former administrative building of Lothian Regional Council on George IV Bridge was used for the MSP's offices. Following the move to Holyrood in 2004 this building was demolished. The former Midlothian County Buildings facing Parliament Square, High Street and George IV Bridge in Edinburgh (originally built as the headquarters of the pre-1975 Midlothian County Council) housed the Parliament's visitors' centre and shop, whilst the main hall was used as the Parliament's principal committee room.","[""City of Edinburgh Council"", ""City of Edinburgh Council"", ""the City of Edinburgh Council""]","[93, 93, 89]"
571098f8a58dae1900cd6ab3,Huguenot,What style of lace is erroneously believed by some to have Huguenot influence?,"Some Huguenots settled in Bedfordshire, one of the main centres of the British lace industry at the time. Although 19th century sources have asserted that some of these refugees were lacemakers and contributed to the East Midlands lace industry, this is contentious. The only reference to immigrant lacemakers in this period is of twenty-five widows who settled in Dover, and there is no contemporary documentation to support there being Huguenot lacemakers in Bedfordshire. The implication that the style of lace known as 'Bucks Point' demonstrates a Huguenot influence, being a ""combination of Mechlin patterns on Lille ground"", is fallacious: what is now known as Mechlin lace did not develop until first half of the eighteenth century and lace with Mechlin patterns and Lille ground did not appear until the end of the 18th century, when it was widely copied throughout Europe.","[""'Bucks Point'"", ""Bucks Point"", ""Bucks Point""]","[523, 524, 524]"
56de40da4396321400ee270a,Normans,Who led Richard's troops when Cyprus was conquered?,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Guy de Lusignan. All declared their support for Richard provided that he support Guy against his rival Conrad of Montferrat. The local barons abandoned Isaac, who considered making peace with Richard, joining him on the crusade, and offering his daughter in marriage to the person named by Richard. But Isaac changed his mind and tried to escape. Richard then proceeded to conquer the whole island, his troops being led by Guy de Lusignan. Isaac surrendered and was confined with silver chains, because Richard had promised that he would not place him in irons. By 1 June, Richard had conquered the whole island. His exploit was well publicized and contributed to his reputation; he also derived significant financial gains from the conquest of the island. Richard left for Acre on 5 June, with his allies. Before his departure, he named two of his Norman generals, Richard de Camville and Robert de Thornham, as governors of Cyprus.","[""Guy de Lusignan"", ""Guy de Lusignan"", ""Guy de Lusignan""]","[85, 508, 508]"
56d9c92bdc89441400fdb80e,Super_Bowl_50,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,"The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Broncos defense halted the drive on the 26-yard line, and it ended with no points when Graham Gano hit the uprights on a 44-yard field goal attempt. After the miss, Manning completed a pair of passes to Emmanuel Sanders for gains of 25 and 22 yards, setting up McManus' 33-yard field goal that gave the Broncos a 16–7 lead. Carolina got off to another strong start after the kickoff, with Newton completing a 42-yard pass to Corey Brown. But once again they came up empty, this time as a result of a Newton pass that bounced off the hands of Ginn and was intercepted by safety T. J. Ward. Ward fumbled the ball during the return, but Trevathan recovered it to enable Denver to keep possession.","[""Ted Ginn Jr."", ""Ted Ginn Jr""]","[118, 118]"
5725bad5271a42140099d0bd,1973_oil_crisis,When did Syria and Egypt launch a surprise attack on Israel?,"On October 6, 1973, Syria and Egypt, with support from other Arab nations, launched a surprise attack on Israel, on Yom Kippur. This renewal of hostilities in the Arab–Israeli conflict released the underlying economic pressure on oil prices. At the time, Iran was the world's second-largest oil exporter and a close US ally. Weeks later, the Shah of Iran said in an interview: ""Of course [the price of oil] is going to rise... Certainly! And how!... You've [Western nations] increased the price of the wheat you sell us by 300 percent, and the same for sugar and cement... You buy our crude oil and sell it back to us, refined as petrochemicals, at a hundred times the price you've paid us... It's only fair that, from now on, you should pay more for oil. Let's say ten times more.""","[""On October 6, 1973"", ""October 6, 1973"", ""October 6, 1973"", ""October 6, 1973"", ""October 6, 1973""]","[0, 3, 3, 3, 3]"
5725edfe38643c19005acea1,"Fresno,_California",The west side of Fresno is the center of which ethnic community?,"The ""West Side"" of Fresno, also often called ""Southwest Fresno"", is one of the oldest neighborhoods in the city. The neighborhood lies southwest of the 99 freeway (which divides it from Downtown Fresno), west of the 41 freeway and south of Nielsen Ave (or the newly constructed 180 Freeway), and extends to the city limits to the west and south. The neighborhood is traditionally considered to be the center of Fresno's African-American community. It is culturally diverse and also includes significant Mexican-American and Asian-American (principally Hmong or Laotian) populations.","[""African-American"", ""African-American"", ""African-American""]","[420, 420, 420]"
56e0d6367aa994140058e773,Nikola_Tesla,How much did Tesla say Edison offered him to redesign his motor and generators?,"Tesla was offered the task of completely redesigning the Edison Company's direct current generators. In 1885, he said that he could redesign Edison's inefficient motor and generators, making an improvement in both service and economy. According to Tesla, Edison remarked, ""There's fifty thousand dollars in it for you—if you can do it."":54–57 :64 This has been noted as an odd statement from an Edison whose company was stingy with pay and who did not have that sort of cash on hand. After months of work, Tesla fulfilled the task and inquired about payment. Edison, saying that he was only joking, replied, ""Tesla, you don't understand our American humor."":64  Instead, Edison offered a US$10 a week raise over Tesla's US$18 per week salary; Tesla refused the offer and immediately resigned.","[""fifty thousand dollars"", ""fifty thousand dollars"", ""fifty thousand dollars""]","[281, 281, 281]"
57265ceddd62a815002e82b8,1973_oil_crisis,By which year did full sized American cars shrink to be smaller?,"Federal safety standards, such as NHTSA Federal Motor Vehicle Safety Standard 215 (pertaining to safety bumpers), and compacts like the 1974 Mustang I were a prelude to the DOT ""downsize"" revision of vehicle categories. By 1977, GM's full-sized cars reflected the crisis. By 1979, virtually all ""full-size"" American cars had shrunk, featuring smaller engines and smaller outside dimensions. Chrysler ended production of their full-sized luxury sedans at the end of the 1981 model year, moving instead to a full front-wheel drive lineup for 1982 (except for the M-body Dodge Diplomat/Plymouth Gran Fury and Chrysler New Yorker Fifth Avenue sedans).","[""1979"", ""1979"", ""1979"", ""1979"", ""1979""]","[275, 275, 275, 275, 275]"
56e1239acd28a01900c67642,Nikola_Tesla,When did he talk about his thoughts on gender?,"In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity's future would be run by ""Queen Bees."" He believed that women would become the dominant sex in the future.","[""1926"", ""1926"", ""1926""]","[3, 3, 3]"
5726c9b0dd62a815002e904a,Genghis_Khan,Who led the Kievian Rus' troops against Subutai's Mongol army?,"After the defeat of the Khwarezmian Empire in 1220, Genghis Khan gathered his forces in Persia and Armenia to return to the Mongolian steppes. Under the suggestion of Subutai, the Mongol army was split into two forces. Genghis Khan led the main army on a raid through Afghanistan and northern India towards Mongolia, while another 20,000 (two tumen) contingent marched through the Caucasus and into Russia under generals Jebe and Subutai. They pushed deep into Armenia and Azerbaijan. The Mongols destroyed the kingdom of Georgia, sacked the Genoese trade-fortress of Caffa in Crimea and overwintered near the Black Sea. Heading home, Subutai's forces attacked the allied forces of the Cuman–Kipchaks and the poorly coordinated 80,000 Kievan Rus' troops led by Mstislav the Bold of Halych and Mstislav III of Kiev who went out to stop the Mongols' actions in the area. Subutai sent emissaries to the Slavic princes calling for a separate peace, but the emissaries were executed. At the Battle of Kalka River in 1223, Subutai's forces defeated the larger Kievan force. They also may have fought against the neighboring Volga Bulgars. There is no historical record except a short account by the Arab historian Ibn al-Athir, writing in Mosul some 1100 miles away from the event. Various historical secondary sources - Morgan, Chambers, Grousset - state that the Mongols actually defeated the Bulgars, Chambers even going so far as to say that the Bulgars had made up stories to tell the (recently crushed) Russians that they had beaten the Mongols and driven them from their territory. The Russian princes then sued for peace. Subutai agreed but was in no mood to pardon the princes. As was customary in Mongol society for nobility, the Russian princes were given a bloodless death. Subutai had a large wooden platform constructed on which he ate his meals along with his other generals. Six Russian princes, including Mstislav III of Kiev, were put under this platform and crushed to death.","[""Mstislav the Bold of Halych and Mstislav III of Kiev"", ""Mstislav the Bold of Halych and Mstislav III of Kiev"", ""Mstislav the Bold of Halych and Mstislav III of Kiev""]","[761, 761, 761]"
572646655951b619008f6ec0,Ctenophora,What do ctenophores have that no other animals have?,"Ctenophores form an animal phylum that is more complex than sponges, about as complex as cnidarians (jellyfish, sea anemones, etc.), and less complex than bilaterians (which include almost all other animals). Unlike sponges, both ctenophores and cnidarians have: cells bound by inter-cell connections and carpet-like basement membranes; muscles; nervous systems; and some have sensory organs. Ctenophores are distinguished from all other animals by having colloblasts, which are sticky and adhere to prey, although a few ctenophore species lack them.","[""colloblasts"", ""colloblasts"", ""colloblasts""]","[456, 456, 456]"
5727f2714b864d1900164074,Economic_inequality,What impact did the high school education movement have on the wages of skilled workers?,"During the mass high school education movement from 1910–1940, there was an increase in skilled workers, which led to a decrease in the price of skilled labor. High school education during the period was designed to equip students with necessary skill sets to be able to perform at work. In fact, it differs from the present high school education, which is regarded as a stepping-stone to acquire college and advanced degrees. This decrease in wages caused a period of compression and decreased inequality between skilled and unskilled workers. Education is very important for the growth of the economy, however educational inequality in gender also influence towards the economy. Lagerlof and Galor stated that gender inequality in education can result to low economic growth, and continued gender inequality in education, thus creating a poverty trap. It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth, which can explain why there is economic inequality between countries.","[""decrease"", ""decrease in the price of skilled labor"", ""decrease""]","[120, 120, 120]"
57376828c3c5551400e51eba,Force,What physical quantities do not have direction?,"Forces act in a particular direction and have sizes dependent upon how strong the push or pull is. Because of these characteristics, forces are classified as ""vector quantities"". This means that forces follow a different set of mathematical rules than physical quantities that do not have direction (denoted scalar quantities). For example, when determining what happens when two forces act on the same object, it is necessary to know both the magnitude and the direction of both forces to calculate the result. If both of these pieces of information are not known for each force, the situation is ambiguous. For example, if you know that two people are pulling on the same rope with known magnitudes of force but you do not know which direction either person is pulling, it is impossible to determine what the acceleration of the rope will be. The two people could be pulling against each other as in tug of war or the two people could be pulling in the same direction. In this simple one-dimensional example, without knowing the direction of the forces it is impossible to decide whether the net force is the result of adding the two force magnitudes or subtracting one from the other. Associating forces with vectors avoids such problems.","[""denoted scalar quantities"", ""scalar quantities"", ""denoted scalar quantities"", ""scalar quantities"", ""scalar quantities""]","[300, 308, 300, 308, 308]"
57275cb3f1498d1400e8f6dc,American_Broadcasting_Company,What cable provider did ABC reach an agreement with in 1993 to carry it's owned-and-operated stations in ABC O&O markets?,"In 1993, the FCC repealed the Financial Interest and Syndication Rules, once again allowing networks to hold interests in television production studios. That same year, Capital Cities/ABC purchased the French animation studio DIC Entertainment; it also signed an agreement with Time Warner Cable to carry its owned-and-operated television stations on the provider's systems in ABC O&O markets. By that year, ABC had a total viewership share of 23.63% of American households, just below the limit of 25% imposed by the FCC.","[""Time Warner Cable"", ""Time Warner Cable"", ""Time Warner Cable""]","[278, 278, 278]"
5705eccb52bb8914006896b9,Southern_California,Other than the desert city why do many locals and tourists frequent southern California?,"Many locals and tourists frequent the southern California coast for its popular beaches, and the desert city of Palm Springs is popular for its resort feel and nearby open spaces.","[""beaches"", ""for its popular beaches"", ""beaches""]","[80, 64, 80]"
57277585708984140094de2d,American_Broadcasting_Company,Which network regained the ratings lead in America in 1984?,"As far as programming is concerned, four of ABC's marquee shows of the 1970s ended their runs during the mid-1980s: Laverne & Shirley ended its run in 1983, Happy Days and Three's Company ended in 1984 (with the latter producing a short-lived spinoff that year), while The Love Boat ended its run in 1986. After nearly a decade of ratings trouble, NBC had regained the ratings lead among the Big Three networks in 1984 on the success of series such as The Cosby Show, Cheers and Miami Vice. To counteract NBC, ABC decided to refocus itself on comedies and family-oriented series beginning in the mid-1980s including Mr. Belvedere, Roseanne, Who's the Boss?, Just the Ten of Us, The Wonder Years, Full House and Perfect Strangers.","[""NBC"", ""NBC"", ""NBC""]","[348, 348, 348]"
57273799f1498d1400e8f4c1,American_Broadcasting_Company,When did Paul Rand's iconic ABC logo first debut?,"In 1962, graphic designer Paul Rand redesigned the ABC logo into its best-known (and current) form, with the lowercase letters ""abc"" enclosed in a single black circle. The new logo debuted on-air for ABC's promos at the start of the 1963–64 season. The letters are strongly reminiscent of the Bauhaus typeface designed by Herbert Bayer in the 1920s, but also share similarities with several other fonts, such as ITC Avant Garde and Horatio, and most closely resembling Chalet. The logo's simplicity made it easier to redesign and duplicate, which conferred a benefit for ABC (mostly before the advent of computer graphics).","[""1963–64 season"", ""1963–64 season"", ""1962""]","[233, 233, 3]"
5711623e50c2381900b54abc,Steam_engine,"In an adjustable spring-loaded valve, what needs to be broken to allow an operator to tamper with it?","Steam engines frequently possess two independent mechanisms for ensuring that the pressure in the boiler does not go too high; one may be adjusted by the user, the second is typically designed as an ultimate fail-safe. Such safety valves traditionally used a simple lever to restrain a plug valve in the top of a boiler. One end of the lever carried a weight or spring that restrained the valve against steam pressure. Early valves could be adjusted by engine drivers, leading to many accidents when a driver fastened the valve down to allow greater steam pressure and more power from the engine. The more recent type of safety valve uses an adjustable spring-loaded valve, which is locked such that operators may not tamper with its adjustment unless a seal illegally is broken. This arrangement is considerably safer.[citation needed]","[""seal"", ""seal"", ""a seal""]","[754, 754, 752]"
5728455bff5b5019007da07c,Amazon_rainforest,How much Saharan dust is blown and falls upon the Caribbean Sea each year?,"NASA's CALIPSO satellite has measured the amount of dust transported by wind from the Sahara to the Amazon: an average 182 million tons of dust are windblown out of the Sahara each year, at 15 degrees west longitude, across 1,600 miles (2,600 km) over the Atlantic Ocean (some dust falls into the Atlantic), then at 35 degrees West longitude at the eastern coast of South America, 27.7 million tons (15%) of dust fall over the Amazon basin, 132 million tons of dust remain in the air, 43 million tons of dust are windblown and falls on the Caribbean Sea, past 75 degrees west longitude.","[""43 million tons"", ""43 million tons"", ""43 million tons""]","[485, 485, 485]"
56df9e2838dc4217001520f6,Nikola_Tesla,In what year was Nikola Tesla born? ,"Nikola Tesla (Serbian Cyrillic: Никола Тесла; 10 July 1856 – 7 January 1943) was a Serbian American inventor, electrical engineer, mechanical engineer, physicist, and futurist best known for his contributions to the design of the modern alternating current (AC) electricity supply system.","[""1856"", ""1856"", ""1856""]","[54, 54, 54]"
5730b7ce069b5314008322c6,Imperialism,What caused the US public to condemn the occupation of the philippines?,"The early United States expressed its opposition to Imperialism, at least in a form distinct from its own Manifest Destiny, through policies such as the Monroe Doctrine. However, beginning in the late 19th and early 20th century, policies such as Theodore Roosevelt’s interventionism in Central America and Woodrow Wilson’s mission to ""make the world safe for democracy"" changed all this. They were often backed by military force, but were more often affected from behind the scenes. This is consistent with the general notion of hegemony and imperium of historical empires. In 1898, Americans who opposed imperialism created the Anti-Imperialist League to oppose the US annexation of the Philippines and Cuba. One year later, a war erupted in the Philippines causing business, labor and government leaders in the US to condemn America's occupation in the Philippines as they also denounced them for causing the deaths of many Filipinos. American foreign policy was denounced as a ""racket"" by Smedley Butler, an American general. He said, ""Looking back on it, I might have given Al Capone a few hints. The best he could do was to operate his racket in three districts. I operated on three continents"".","[""a war erupted"", ""a war erupted"", ""war"", ""war"", ""war""]","[727, 727, 729, 729, 729]"
5737534ec3c5551400e51eab,Force,"When forces are from the presence of differnet objects, what law gives symmetry?","Newton's Third Law is a result of applying symmetry to situations where forces can be attributed to the presence of different objects. The third law means that all forces are interactions between different bodies,[Note 3] and thus that there is no such thing as a unidirectional force or a force that acts on only one body. Whenever a first body exerts a force F on a second body, the second body exerts a force −F on the first body. F and −F are equal in magnitude and opposite in direction. This law is sometimes referred to as the action-reaction law, with F called the ""action"" and −F the ""reaction"". The action and the reaction are simultaneous:","[""Newton's Third"", ""Newton's Third Law"", ""Newton's Third Law"", ""Newton's Third Law"", ""Newton's Third Law""]","[0, 0, 0, 0, 0]"
5706155352bb891400689896,Southern_California,What is rugby rapidly becoming with high schools?,"Rugby is also a growing sport in southern California, particularly at the high school level, with increasing numbers of schools adding rugby as an official school sport.","[""an official school sport"", ""an official school"", ""official school sport""]","[144, 144, 147]"
5729645b3f37b31900478321,Chloroplast,What do apicoplasts synthesize?,"Apicoplasts have lost all photosynthetic function, and contain no photosynthetic pigments or true thylakoids. They are bounded by four membranes, but the membranes are not connected to the endoplasmic reticulum. The fact that apicomplexans still keep their nonphotosynthetic chloroplast around demonstrates how the chloroplast carries out important functions other than photosynthesis. Plant chloroplasts provide plant cells with many important things besides sugar, and apicoplasts are no different—they synthesize fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters, and carry out part of the heme pathway. This makes the apicoplast an attractive target for drugs to cure apicomplexan-related diseases. The most important apicoplast function is isopentenyl pyrophosphate synthesis—in fact, apicomplexans die when something interferes with this apicoplast function, and when apicomplexans are grown in an isopentenyl pyrophosphate-rich medium, they dump the organelle.","[""fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters"", ""fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters"", ""fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters""]","[516, 516, 516]"
5725e36f89a1e219009ac03c,Apollo_program,What day did the Apollo 11 crew return to Earth?,"The G mission was achieved on Apollo 11 in July 1969 by an all-Gemini veteran crew consisting of Neil Armstrong, Michael Collins and Buzz Aldrin. Armstrong and Aldrin performed the first landing at the Sea of Tranquility at 20:17:40 UTC on July 20, 1969. They spent a total of 21 hours, 36 minutes on the surface, and spent 2 hours, 31 minutes outside the spacecraft, walking on the surface, taking photographs, collecting material samples, and deploying automated scientific instruments, while continuously sending black-and-white television back to Earth. The astronauts returned safely on July 24.","[""July 24"", ""July 24."", ""July 24"", ""July 24"", ""July 24""]","[592, 592, 592, 592, 592]"
5705f09e75f01819005e77a4,Southern_California,"Other than land laws, what else were the Californios dissatisfied with?","Subsequently, Californios (dissatisfied with inequitable taxes and land laws) and pro-slavery southerners in the lightly populated ""Cow Counties"" of southern California attempted three times in the 1850s to achieve a separate statehood or territorial status separate from Northern California. The last attempt, the Pico Act of 1859, was passed by the California State Legislature and signed by the State governor John B. Weller. It was approved overwhelmingly by nearly 75% of voters in the proposed Territory of Colorado. This territory was to include all the counties up to the then much larger Tulare County (that included what is now Kings, most of Kern, and part of Inyo counties) and San Luis Obispo County. The proposal was sent to Washington, D.C. with a strong advocate in Senator Milton Latham. However, the secession crisis following the election of Abraham Lincoln in 1860 led to the proposal never coming to a vote.","[""inequitable taxes"", ""inequitable taxes"", ""inequitable taxes""]","[45, 45, 45]"
